threshold,false_positives,fp_per_scan,true_positives,sensitivity
0.0037938787136226892,135,1.5517241379310345,98,1.0
0.0037478890735656023,136,1.5632183908045978,98,1.0
0.003696008585393429,137,1.5747126436781609,98,1.0
0.0036541211884468794,138,1.5862068965517242,98,1.0
0.0036435797810554504,139,1.5977011494252873,98,1.0
0.0035849427804350853,140,1.6091954022988506,98,1.0
0.0034981570206582546,141,1.6206896551724137,98,1.0
0.003473001765087247,142,1.632183908045977,98,1.0
0.003452981822192669,143,1.6436781609195403,98,1.0
0.003408768679946661,144,1.6551724137931034,98,1.0
0.003397983033210039,145,1.6666666666666667,98,1.0
0.003383758943527937,146,1.6781609195402298,98,1.0
0.0033049422781914473,147,1.6896551724137931,98,1.0
0.0032375662121921778,148,1.7011494252873562,98,1.0
0.0032138158567249775,149,1.7126436781609196,98,1.0
0.0031362753361463547,150,1.7241379310344827,98,1.0
0.0030995644629001617,151,1.735632183908046,98,1.0
0.0030059143900871277,152,1.7471264367816093,98,1.0
0.0029858367051929235,153,1.7586206896551724,98,1.0
0.0029530171304941177,154,1.7701149425287357,98,1.0
0.0029514310881495476,155,1.7816091954022988,98,1.0
0.0029391858261078596,156,1.793103448275862,98,1.0
0.002922236453741789,157,1.8045977011494252,98,1.0
0.0029085171408951283,158,1.8160919540229885,98,1.0
0.0028523956425487995,159,1.8275862068965518,98,1.0
0.0027958827558904886,160,1.839080459770115,98,1.0
0.0027773119509220123,161,1.8505747126436782,98,1.0
0.0027769014704972506,162,1.8620689655172413,98,1.0
0.002627215813845396,163,1.8735632183908046,98,1.0
0.002607673639431596,164,1.8850574712643677,98,1.0
0.0025635480415076017,165,1.896551724137931,98,1.0
0.0025586853735148907,166,1.9080459770114941,98,1.0
0.0025497188325971365,167,1.9195402298850575,98,1.0
0.0025419353041797876,168,1.9310344827586208,98,1.0
0.0025000241585075855,169,1.9425287356321839,98,1.0
0.002488853642717004,170,1.9540229885057472,98,1.0
0.0024298098869621754,171,1.9655172413793103,98,1.0
0.0023446567356586456,172,1.9770114942528736,98,1.0
