train_loss,train_acc,val_loss,val_acc,val_auc,val_f1
0.41834702816876496,0.8207386363636363,0.25881751875082654,0.9069264069264069,0.9259427303891914,0.8036529680365296
0.2340220426971262,0.9116477272727272,0.24543256186819695,0.9004329004329005,0.9441419641056664,0.7927927927927928
0.2330720004710284,0.9125,0.21121010152034428,0.9307359307359307,0.9574258923169994,0.864406779661017
0.17433626069263977,0.934375,0.16677884422081374,0.9372294372294372,0.9748689251865295,0.8755364806866953
0.1784709166396748,0.934375,0.2716011485625139,0.9004329004329005,0.9331518451300665,0.7526881720430108
0.15730932625857266,0.9403409090909091,0.18048720417374914,0.9372294372294372,0.9737850373059084,0.861244019138756
0.14769467372785916,0.9420454545454545,0.12683597736028365,0.9567099567099567,0.9808177051824964,0.9099099099099099
0.13737960572947155,0.9505681818181818,0.18856499821463704,0.9199134199134199,0.9733817301875378,0.8477366255144033
0.13289295898919756,0.9502840909090909,0.14255778926920581,0.961038961038961,0.9716172615446663,0.9150943396226415
0.12457080612128431,0.9522727272727273,0.1344871199750281,0.948051948051948,0.976633393829401,0.8938053097345132
0.11918630095368082,0.9610795454545454,0.13981822767250596,0.9567099567099567,0.9883293002621496,0.9038461538461539
0.10526071014729413,0.959375,0.1497450240089425,0.961038961038961,0.9820528332325067,0.9150943396226415
0.09034755250269716,0.9678977272727273,0.10045279202845706,0.9588744588744589,0.9910516233111515,0.9140271493212669
0.0903096158396114,0.9693181818181819,0.11866032903070574,0.9502164502164502,0.9889090542448075,0.8949771689497716
0.07995328818532553,0.9676136363636364,0.12130310604534236,0.9653679653679653,0.9897408751764468,0.9259259259259259
0.06945487419989976,0.9747159090909091,0.10145786211491276,0.961038961038961,0.9935974994958661,0.9158878504672897
0.06513954482295296,0.9795454545454545,0.10522896852303958,0.961038961038961,0.9928917120387175,0.9158878504672897
0.0642112896354361,0.9755681818181818,0.0968857412790936,0.9675324675324676,0.9934714660213753,0.9321266968325792
0.05824121995405717,0.9803977272727272,0.09635018218848936,0.9653679653679653,0.9936983262754587,0.9259259259259259
0.06091856934468855,0.9798295454545455,0.09837761277623185,0.9632034632034632,0.9933202258519862,0.9209302325581395
