Method,Seed,Epochs,Augment,Train Acc,Val Acc,Val AUC,Val F1,Test Acc,Test AUC,Test F1,Test Loss,Best Epoch
ResNet18 (baseline),42,20,True,0.9898,0.9675,0.9901,0.9296,0.9718,0.9874,0.9286,0.0921,14
