train_loss,train_acc,val_loss,val_acc,val_auc,val_f1
0.42231525724584407,0.8207386363636363,0.3583113510661569,0.8766233766233766,0.9059286146400485,0.6742857142857143
0.1927148468115113,0.9264204545454545,0.2458621227863805,0.9090909090909091,0.9527878604557369,0.7941176470588235
0.13357957113872876,0.9565340909090909,0.2740144514321507,0.9264069264069265,0.9386973180076629,0.8316831683168316
0.09551099467683923,0.9681818181818181,0.24459423777119163,0.9329004329004329,0.9638031861262351,0.8442211055276382
0.06857339060780678,0.975284090909091,0.272100306216837,0.9264069264069265,0.9224894131881428,0.8411214953271028
0.06141027152030305,0.9784090909090909,0.27262564732902783,0.9199134199134199,0.9686428715466827,0.806282722513089
0.03380165999247269,0.9866477272727273,0.332721265494517,0.8939393939393939,0.9638788062109296,0.7292817679558011
0.021997361026958307,0.9920454545454546,0.2521752046821316,0.9393939393939394,0.9688949384956643,0.8679245283018868
0.016447264201600444,0.9940340909090909,0.26035590657008834,0.9372294372294372,0.9600725952813067,0.8663594470046083
0.0043662871953777296,0.9991477272727273,0.2701531878282725,0.9393939393939394,0.9716676749344626,0.8640776699029126
0.003150662343779748,0.9991477272727273,0.23699362930809995,0.9458874458874459,0.9834896148417019,0.8815165876777251
0.0012205884236292067,1.0,0.2929627451546693,0.935064935064935,0.979506957047792,0.8543689320388349
0.0007739442691672594,1.0,0.2861011270838724,0.9372294372294372,0.9813470457753579,0.8599033816425121
0.0004844091589223932,1.0,0.2952029720530908,0.9372294372294372,0.9802127445049407,0.8599033816425121
0.0003947293864753605,1.0,0.29458055300120256,0.9372294372294372,0.980439604759024,0.8599033816425121
0.00042677951979302716,1.0,0.2862902536537023,0.9372294372294372,0.9809941520467836,0.8599033816425121
0.0003881487865741788,1.0,0.29115963085400265,0.9372294372294372,0.9803639846743295,0.8599033816425121
0.0003321414854409258,1.0,0.2934826535064692,0.9372294372294372,0.9807168784029039,0.8599033816425121
0.0002744331487602639,1.0,0.2964852576132732,0.9372294372294372,0.9807672917927001,0.8599033816425121
0.0003138385572872887,1.0,0.28774558052875315,0.9372294372294372,0.9810949788263762,0.8599033816425121
