train_loss,train_cls_loss,train_proto_loss,train_acc,val_loss,val_proto_loss,val_acc,val_auc,val_f1
0.05966292057525028,0.05966292057525028,0.2319837656888095,0.9801136363636364,0.11504417787672895,0.25124965698430035,0.9588744588744589,0.9902450090744102,0.9107981220657277
0.05560895937748931,0.05560895937748931,0.22537355856461957,0.9801136363636364,0.1058823639341505,0.25804663001200856,0.961038961038961,0.988077233313168,0.918918918918919
0.04974691539325497,0.04974691539325497,0.2179713335904208,0.9840909090909091,0.1115351217673906,0.25193164733065154,0.9675324675324676,0.9863127646702964,0.9308755760368663
0.05680257654325529,0.05680257654325529,0.22180330970070578,0.9792613636363636,0.10342046530167391,0.24499043725527725,0.9696969696969697,0.9871949989917321,0.9369369369369369
0.04194734257391908,0.04194734257391908,0.20984444618225098,0.9877840909090909,0.11694599669104144,0.2508669290449712,0.9675324675324676,0.9853297035692681,0.9315068493150684
0.04197965376925739,0.04197965376925739,0.2118006619540128,0.9855113636363636,0.12192310696645152,0.2469398539948773,0.961038961038961,0.9873462391611212,0.9181818181818182
0.037702658941799944,0.037702658941799944,0.20686648975719105,0.9880681818181818,0.12514350786240716,0.23910222250919838,0.9588744588744589,0.988682193990724,0.9124423963133641
0.02980181131173264,0.02980181131173264,0.19930991259488193,0.9923295454545454,0.12525336155305047,0.25126701786920624,0.961038961038961,0.9872454123815285,0.9181818181818182
0.03351932166313583,0.03351932166313583,0.20163924477317116,0.9889204545454545,0.10633558809386316,0.24234762755565312,0.9632034632034632,0.9898921153458359,0.9216589861751152
0.030579136062244123,0.030579136062244123,0.1995412913235751,0.9897727272727272,0.12230168380149645,0.2432256582882497,0.961038961038961,0.9893879814478725,0.9166666666666666
0.0323885263832794,0.0323885263832794,0.20245100368152966,0.990625,0.11476166708620661,0.25849364968863403,0.9588744588744589,0.9873966525509176,0.9140271493212669
0.03152297265319662,0.03152297265319662,0.20320969494906338,0.9889204545454545,0.10918334719938633,0.24648799208593575,0.9632034632034632,0.9914045170397258,0.9223744292237442
0.02307899804701182,0.02307899804701182,0.19714182940396396,0.993465909090909,0.11642302773203458,0.24002892275651297,0.9588744588744589,0.990673522887679,0.9124423963133641
0.02074892905710096,0.02074892905710096,0.19456491470336915,0.9940340909090909,0.11264313841682105,0.24441063165406643,0.9588744588744589,0.9902954224642064,0.9124423963133641
0.025645088002255016,0.025645088002255016,0.19477086500688032,0.9923295454545454,0.1230018211204107,0.24501409688037196,0.9567099567099567,0.9882284734825569,0.9074074074074074
0.024692846987057815,0.024692846987057815,0.19468393325805664,0.9931818181818182,0.12521204675721143,0.24697222280037867,0.9567099567099567,0.9883040935672515,0.908256880733945
0.026386450078677046,0.026386450078677046,0.19575272473421965,0.9926136363636363,0.12620188147676262,0.24212824272644984,0.9567099567099567,0.9894636015325671,0.9074074074074074
0.030781619767235084,0.030781619767235084,0.19858288331465287,0.9897727272727272,0.1275378318636545,0.24337668026680553,0.9567099567099567,0.9892619479733817,0.9074074074074074
0.03408181728287177,0.03408181728287177,0.19847123406150124,0.9897727272727272,0.12376239470476325,0.24387151770519488,0.9567099567099567,0.9892115345835855,0.9074074074074074
0.04364411597224799,0.04364411597224799,0.20457756736061788,0.9866477272727273,0.12418031589797339,0.2433717314041022,0.9567099567099567,0.989614841701956,0.9074074074074074
