train_loss,train_acc,val_loss,val_acc,val_auc,val_f1
0.3620599156076258,0.852840909090909,0.2711406902639897,0.9112554112554112,0.9447973381730187,0.7853403141361257
0.17270105840130287,0.9377840909090909,0.2653424807892733,0.922077922077922,0.9316142367412784,0.82
0.12919517904520034,0.9517045454545454,0.3778510094999267,0.8896103896103896,0.9489816495261141,0.7150837988826816
0.0845234293829311,0.9676136363636364,0.2144135946359534,0.9372294372294372,0.9540481952006452,0.8625592417061612
0.0684551214799285,0.9761363636363637,0.24250866660497503,0.935064935064935,0.9726507360354909,0.8514851485148515
0.04169630659744143,0.9849431818181819,0.30218156385416917,0.9329004329004329,0.9489816495261141,0.848780487804878
0.027382043418897824,0.9911931818181818,0.24077720159828034,0.935064935064935,0.9804143980641258,0.8514851485148515
0.01662617249583656,0.9954545454545455,0.22332772702944778,0.9545454545454546,0.9751461988304093,0.9014084507042254
0.009228839272294532,0.9963068181818182,0.3010194425459032,0.935064935064935,0.9675085702762654,0.8514851485148515
0.002116330455861647,0.9997159090909091,0.23462228857631415,0.9523809523809523,0.9753982657793909,0.8952380952380953
0.000989810799364932,1.0,0.2312684394582036,0.9523809523809523,0.9789776164549304,0.8952380952380953
0.0005489137648096816,1.0,0.23926225369132817,0.9523809523809523,0.9795573704375882,0.8952380952380953
0.0003663197593678805,1.0,0.24046187793024745,0.9523809523809523,0.9798598507763662,0.8952380952380953
0.0003296766539940357,1.0,0.25229825937405614,0.9523809523809523,0.9803639846743295,0.8952380952380953
0.00024430144668175755,1.0,0.24244240919752091,0.9523809523809523,0.9803135712845331,0.8952380952380953
0.00018737062703373588,1.0,0.23997574451165798,0.9523809523809523,0.9804900181488204,0.8952380952380953
0.00021768725498325445,1.0,0.23549321926007646,0.9523809523809523,0.9805908449284131,0.8952380952380953
0.0002691158149073916,1.0,0.24103442673059003,0.9523809523809523,0.980288364589635,0.8952380952380953
0.00021279626883121886,1.0,0.2617878428786418,0.9502164502164502,0.980137124420246,0.8899521531100478
0.00022574044004696506,1.0,0.2460287556505018,0.9523809523809523,0.9801623311151442,0.8952380952380953
