train_loss,train_cls_loss,train_proto_loss,train_acc,val_loss,val_proto_loss,val_acc,val_auc,val_f1
0.07440791969949549,0.06599114831875671,0.16833542477000843,0.9789772727272728,0.10049622400272719,0.16750776470997633,0.9675324675324676,0.9916061705989111,0.9308755760368663
0.0620898362249136,0.054876560184427284,0.14426552165638318,0.9801136363636364,0.11379345310489078,0.17807862620591086,0.961038961038961,0.9882536801774551,0.9196428571428571
0.06350321464917877,0.056471956843002276,0.14062515172091397,0.9823863636363637,0.12246350011106952,0.17562428916687572,0.9588744588744589,0.9869681387376488,0.91324200913242
0.05837106189944528,0.05144828349690546,0.13845557299527256,0.9823863636363637,0.10149679039463852,0.16307318155770695,0.9632034632034632,0.9878503730590845,0.9230769230769231
0.05697157664055174,0.050318818725645545,0.13305515376004307,0.9840909090909091,0.10101499290556296,0.16234136579227654,0.961038961038961,0.992816091954023,0.9181818181818182
0.04663208889012987,0.04035568962042982,0.12552798878062854,0.9857954545454546,0.11727170085381249,0.15945309158656504,0.9632034632034632,0.9887074006856221,0.9209302325581395
0.0409304541959004,0.03495665333995765,0.11947601491754706,0.9892045454545455,0.1192595845257694,0.16261989371730134,0.9632034632034632,0.9887074006856221,0.9209302325581395
0.040632836791602046,0.03466562138108367,0.11934430382468483,0.9889204545454545,0.11480392625926313,0.1640645983866799,0.9632034632034632,0.9907491429723734,0.9223744292237442
0.039398469488051806,0.03349145720289512,0.11814024665138938,0.9894886363636364,0.09138172168841029,0.15367385774076758,0.9696969696969697,0.992967332123412,0.9375
0.03333663623780012,0.02771896681409668,0.1123533855785023,0.9911931818181818,0.10829495300147764,0.16449257699184086,0.9653679653679653,0.9901693889897156,0.9272727272727272
0.02719856034117666,0.02188708308491517,0.10622954802079634,0.9951704545454545,0.136714935562527,0.1600099853300429,0.961038961038961,0.9870941722121396,0.9150943396226415
0.034373615978455,0.028810203896666116,0.1112682429226962,0.990625,0.12087641598695074,0.1625068678290813,0.9632034632034632,0.9905726961080863,0.9216589861751152
0.02726838942617178,0.02194332276809622,0.1065013278614391,0.9926136363636363,0.1253310723242338,0.16120774695625553,0.9632034632034632,0.9879764065335752,0.9216589861751152
0.028614254922352055,0.023195425679229876,0.10837658101862127,0.9931818181818182,0.12797430222571798,0.16147459837007316,0.9632034632034632,0.9885813672111313,0.9216589861751152
0.031109207242049953,0.025647628358141942,0.10923157605257901,0.9931818181818182,0.11638737189809256,0.15973622035799603,0.961038961038961,0.9898164952611413,0.9181818181818182
0.0336194481361996,0.02813600987111303,0.10966876636851917,0.9911931818181818,0.12076701333562871,0.15842390282974614,0.961038961038961,0.9907491429723735,0.9174311926605505
0.03885707917030562,0.03315171869471669,0.11410720998590643,0.990909090909091,0.11954237088698136,0.15646882332635648,0.961038961038961,0.990849969751966,0.9174311926605505
0.04108202188191089,0.03532143297012557,0.11521177291870117,0.9877840909090909,0.11119374697443372,0.15741108948147142,0.9632034632034632,0.9913793103448276,0.9223744292237442
0.04937869174913927,0.04335182767192071,0.12053728103637695,0.9852272727272727,0.11116853343560744,0.15586589583199778,0.9675324675324676,0.9912028634805404,0.9315068493150684
0.04533491015264934,0.03942010385746306,0.11829612905328923,0.9880681818181818,0.11174140451475978,0.15540914105259496,0.9653679653679653,0.9912028634805404,0.926605504587156
